,school_code,school_name,doro_zipcode,doroname,doroname_detail,si,gu
2020,7010833,대동세무고등학교,3057,서울특별시 종로구 계동길 84-10,(계동),서울특별시,종로구
2021,7010833,대동세무고등학교,3057,서울특별시 종로구 계동길 84-10,(계동),서울특별시,종로구
2022,7010833,대동세무고등학교,3057,서울특별시 종로구 계동길 84-10,(계동),서울특별시,종로구
2023,7010833,대동세무고등학교,3057,서울특별시 종로구 계동길 84-10,(계동),서울특별시,종로구
2024,7010833,대동세무고등학교,3057,서울특별시 종로구 계동길 84-10,(계동),서울특별시,종로구
2025,7010833,대동세무고등학교,3057,서울특별시 종로구 계동길 84-10,(계동),서울특별시,종로구
2026,7010833,대동세무고등학교,3057,서울특별시 종로구 계동길 84-10,(계동),서울특별시,종로구
2027,7010833,대동세무고등학교,3057,서울특별시 종로구 계동길 84-10,(계동),서울특별시,종로구
2028,7010833,대동세무고등학교,3057,서울특별시 종로구 계동길 84-10,(계동),서울특별시,종로구
2029,7010833,대동세무고등학교,3057,서울특별시 종로구 계동길 84-10,(계동),서울특별시,종로구
2030,7010833,대동세무고등학교,3057,서울특별시 종로구 계동길 84-10,(계동),서울특별시,종로구
2031,7010828,한강미디어고등학교,7206,서울특별시 영등포구 선유로55길 22,(양평동4가/한강미디어고등학교),서울특별시,영등포구
2032,7010828,한강미디어고등학교,7206,서울특별시 영등포구 선유로55길 22,(양평동4가/한강미디어고등학교),서울특별시,영등포구
2033,7010828,한강미디어고등학교,7206,서울특별시 영등포구 선유로55길 22,(양평동4가/한강미디어고등학교),서울특별시,영등포구
2034,7010828,한강미디어고등학교,7206,서울특별시 영등포구 선유로55길 22,(양평동4가/한강미디어고등학교),서울특별시,영등포구
2035,7010828,한강미디어고등학교,7206,서울특별시 영등포구 선유로55길 22,(양평동4가/한강미디어고등학교),서울특별시,영등포구
2036,7010828,한강미디어고등학교,7206,서울특별시 영등포구 선유로55길 22,(양평동4가/한강미디어고등학교),서울특별시,영등포구
2037,7010828,한강미디어고등학교,7206,서울특별시 영등포구 선유로55길 22,(양평동4가/한강미디어고등학교),서울특별시,영등포구
2038,7010828,한강미디어고등학교,7206,서울특별시 영등포구 선유로55길 22,(양평동4가/한강미디어고등학교),서울특별시,영등포구
2039,7010828,한강미디어고등학교,7206,서울특별시 영등포구 선유로55길 22,(양평동4가/한강미디어고등학교),서울특별시,영등포구
2040,7010827,구현고등학교,8217,서울특별시 구로구 경인로53가길 17,(구로동),서울특별시,구로구
2041,7010827,구현고등학교,8217,서울특별시 구로구 경인로53가길 17,(구로동),서울특별시,구로구
2042,7010827,구현고등학교,8217,서울특별시 구로구 경인로53가길 17,(구로동),서울특별시,구로구
2043,7010827,구현고등학교,8217,서울특별시 구로구 경인로53가길 17,(구로동),서울특별시,구로구
2044,7010818,해성여자고등학교,2505,서울특별시 동대문구 전농로20길 31,(전농동/해성여자고등학교),서울특별시,동대문구
2045,7010818,해성여자고등학교,2505,서울특별시 동대문구 전농로20길 31,(전농동/해성여자고등학교),서울특별시,동대문구
2046,7010818,해성여자고등학교,2505,서울특별시 동대문구 전농로20길 31,(전농동/해성여자고등학교),서울특별시,동대문구
2047,7010818,해성여자고등학교,2505,서울특별시 동대문구 전농로20길 31,(전농동/해성여자고등학교),서울특별시,동대문구
2048,7010818,해성여자고등학교,2505,서울특별시 동대문구 전농로20길 31,(전농동/해성여자고등학교),서울특별시,동대문구
2049,7010817,서울국제고등학교,3066,서울특별시 종로구 성균관로13길 40,/ 서울국제고 (명륜1가),서울특별시,종로구
2050,7010816,세종과학고등학교,8258,서울특별시 구로구 오리로21길 79,(궁동),서울특별시,구로구
2051,7010813,보인고등학교,5742,서울특별시 송파구 오금로49길 18,/ 보인고등학교 (오금동),서울특별시,송파구
2052,7010813,보인고등학교,5742,서울특별시 송파구 오금로49길 18,/ 보인고등학교 (오금동),서울특별시,송파구
2053,7010813,보인고등학교,5742,서울특별시 송파구 오금로49길 18,/ 보인고등학교 (오금동),서울특별시,송파구
2054,7010813,보인고등학교,5742,서울특별시 송파구 오금로49길 18,/ 보인고등학교 (오금동),서울특별시,송파구
2055,7010813,보인고등학교,5742,서울특별시 송파구 오금로49길 18,/ 보인고등학교 (오금동),서울특별시,송파구
2056,7010813,보인고등학교,5742,서울특별시 송파구 오금로49길 18,/ 보인고등학교 (오금동),서울특별시,송파구
2057,7010813,보인고등학교,5742,서울특별시 송파구 오금로49길 18,/ 보인고등학교 (오금동),서울특별시,송파구
2058,7010811,해성국제컨벤션고등학교,2505,서울특별시 동대문구 전농로20길 31,/ 해성국제컨벤션고등학교 (전농동),서울특별시,동대문구
2059,7010811,해성국제컨벤션고등학교,2505,서울특별시 동대문구 전농로20길 31,/ 해성국제컨벤션고등학교 (전농동),서울특별시,동대문구
2060,7010811,해성국제컨벤션고등학교,2505,서울특별시 동대문구 전농로20길 31,/ 해성국제컨벤션고등학교 (전농동),서울특별시,동대문구
2061,7010811,해성국제컨벤션고등학교,2505,서울특별시 동대문구 전농로20길 31,/ 해성국제컨벤션고등학교 (전농동),서울특별시,동대문구
2062,7010811,해성국제컨벤션고등학교,2505,서울특별시 동대문구 전농로20길 31,/ 해성국제컨벤션고등학교 (전농동),서울특별시,동대문구
2063,7010811,해성국제컨벤션고등학교,2505,서울특별시 동대문구 전농로20길 31,/ 해성국제컨벤션고등학교 (전농동),서울특별시,동대문구
2064,7010811,해성국제컨벤션고등학교,2505,서울특별시 동대문구 전농로20길 31,/ 해성국제컨벤션고등학교 (전농동),서울특별시,동대문구
2065,7010811,해성국제컨벤션고등학교,2505,서울특별시 동대문구 전농로20길 31,/ 해성국제컨벤션고등학교 (전농동),서울특별시,동대문구
2066,7010811,해성국제컨벤션고등학교,2505,서울특별시 동대문구 전농로20길 31,/ 해성국제컨벤션고등학교 (전농동),서울특별시,동대문구
2067,7010811,해성국제컨벤션고등학교,2505,서울특별시 동대문구 전농로20길 31,/ 해성국제컨벤션고등학교 (전농동),서울특별시,동대문구
2068,7010810,예일디자인고등학교,3412,서울특별시 은평구 연서로 117,/ 예일디자인고등학교 (구산동),서울특별시,은평구
2069,7010810,예일디자인고등학교,3412,서울특별시 은평구 연서로 117,/ 예일디자인고등학교 (구산동),서울특별시,은평구
2070,7010810,예일디자인고등학교,3412,서울특별시 은평구 연서로 117,/ 예일디자인고등학교 (구산동),서울특별시,은평구
2071,7010810,예일디자인고등학교,3412,서울특별시 은평구 연서로 117,/ 예일디자인고등학교 (구산동),서울특별시,은평구
2072,7010810,예일디자인고등학교,3412,서울특별시 은평구 연서로 117,/ 예일디자인고등학교 (구산동),서울특별시,은평구
2073,7010810,예일디자인고등학교,3412,서울특별시 은평구 연서로 117,/ 예일디자인고등학교 (구산동),서울특별시,은평구
2074,7010810,예일디자인고등학교,3412,서울특별시 은평구 연서로 117,/ 예일디자인고등학교 (구산동),서울특별시,은평구
2075,7010810,예일디자인고등학교,3412,서울특별시 은평구 연서로 117,/ 예일디자인고등학교 (구산동),서울특별시,은평구
2076,7010810,예일디자인고등학교,3412,서울특별시 은평구 연서로 117,/ 예일디자인고등학교 (구산동),서울특별시,은평구
2077,7010810,예일디자인고등학교,3412,서울특별시 은평구 연서로 117,/ 예일디자인고등학교 (구산동),서울특별시,은평구
2078,7010810,예일디자인고등학교,3412,서울특별시 은평구 연서로 117,/ 예일디자인고등학교 (구산동),서울특별시,은평구
2079,7010810,예일디자인고등학교,3412,서울특별시 은평구 연서로 117,/ 예일디자인고등학교 (구산동),서울특별시,은평구
2080,7010808,덕수고등학교,5846,서울특별시 송파구 위례북로 10,"(거여동, 덕수고등학교)",서울특별시,송파구
2081,7010808,덕수고등학교,5846,서울특별시 송파구 위례북로 10,"(거여동, 덕수고등학교)",서울특별시,송파구
2082,7010808,덕수고등학교,5846,서울특별시 송파구 위례북로 10,"(거여동, 덕수고등학교)",서울특별시,송파구
2083,7010808,덕수고등학교,5846,서울특별시 송파구 위례북로 10,"(거여동, 덕수고등학교)",서울특별시,송파구
2084,7010808,덕수고등학교,5846,서울특별시 송파구 위례북로 10,"(거여동, 덕수고등학교)",서울특별시,송파구
2085,7010808,덕수고등학교,5846,서울특별시 송파구 위례북로 10,"(거여동, 덕수고등학교)",서울특별시,송파구
2086,7010808,덕수고등학교,5846,서울특별시 송파구 위례북로 10,"(거여동, 덕수고등학교)",서울특별시,송파구
2087,7010808,덕수고등학교,5846,서울특별시 송파구 위례북로 10,"(거여동, 덕수고등학교)",서울특별시,송파구
2088,7010808,덕수고등학교,5846,서울특별시 송파구 위례북로 10,"(거여동, 덕수고등학교)",서울특별시,송파구
2089,7010808,덕수고등학교,5846,서울특별시 송파구 위례북로 10,"(거여동, 덕수고등학교)",서울특별시,송파구
2090,7010808,덕수고등학교,5846,서울특별시 송파구 위례북로 10,"(거여동, 덕수고등학교)",서울특별시,송파구
2091,7010808,덕수고등학교,5846,서울특별시 송파구 위례북로 10,"(거여동, 덕수고등학교)",서울특별시,송파구
2092,7010808,덕수고등학교,5846,서울특별시 송파구 위례북로 10,"(거여동, 덕수고등학교)",서울특별시,송파구
2093,7010808,덕수고등학교,5846,서울특별시 송파구 위례북로 10,"(거여동, 덕수고등학교)",서울특별시,송파구
2094,7010808,덕수고등학교,5846,서울특별시 송파구 위례북로 10,"(거여동, 덕수고등학교)",서울특별시,송파구
2095,7010808,덕수고등학교,5846,서울특별시 송파구 위례북로 10,"(거여동, 덕수고등학교)",서울특별시,송파구
2096,7010808,덕수고등학교,5846,서울특별시 송파구 위례북로 10,"(거여동, 덕수고등학교)",서울특별시,송파구
2097,7010808,덕수고등학교,5846,서울특별시 송파구 위례북로 10,"(거여동, 덕수고등학교)",서울특별시,송파구
2098,7010808,덕수고등학교,5846,서울특별시 송파구 위례북로 10,"(거여동, 덕수고등학교)",서울특별시,송파구
2099,7010808,덕수고등학교,5846,서울특별시 송파구 위례북로 10,"(거여동, 덕수고등학교)",서울특별시,송파구
2100,7010808,덕수고등학교,5846,서울특별시 송파구 위례북로 10,"(거여동, 덕수고등학교)",서울특별시,송파구
2101,7010808,덕수고등학교,5846,서울특별시 송파구 위례북로 10,"(거여동, 덕수고등학교)",서울특별시,송파구
2102,7010808,덕수고등학교,5846,서울특별시 송파구 위례북로 10,"(거여동, 덕수고등학교)",서울특별시,송파구
2103,7010808,덕수고등학교,5846,서울특별시 송파구 위례북로 10,"(거여동, 덕수고등학교)",서울특별시,송파구
2104,7010808,덕수고등학교,5846,서울특별시 송파구 위례북로 10,"(거여동, 덕수고등학교)",서울특별시,송파구
2105,7010808,덕수고등학교,5846,서울특별시 송파구 위례북로 10,"(거여동, 덕수고등학교)",서울특별시,송파구
2106,7010808,덕수고등학교,5846,서울특별시 송파구 위례북로 10,"(거여동, 덕수고등학교)",서울특별시,송파구
2107,7010808,덕수고등학교,5846,서울특별시 송파구 위례북로 10,"(거여동, 덕수고등학교)",서울특별시,송파구
2108,7010808,덕수고등학교,5846,서울특별시 송파구 위례북로 10,"(거여동, 덕수고등학교)",서울특별시,송파구
2109,7010808,덕수고등학교,5846,서울특별시 송파구 위례북로 10,"(거여동, 덕수고등학교)",서울특별시,송파구
2110,7010808,덕수고등학교,5846,서울특별시 송파구 위례북로 10,"(거여동, 덕수고등학교)",서울특별시,송파구
2111,7010808,덕수고등학교,5846,서울특별시 송파구 위례북로 10,"(거여동, 덕수고등학교)",서울특별시,송파구
2112,7010808,덕수고등학교,5846,서울특별시 송파구 위례북로 10,"(거여동, 덕수고등학교)",서울특별시,송파구
2113,7010808,덕수고등학교,5846,서울특별시 송파구 위례북로 10,"(거여동, 덕수고등학교)",서울특별시,송파구
2114,7010808,덕수고등학교,5846,서울특별시 송파구 위례북로 10,"(거여동, 덕수고등학교)",서울특별시,송파구
2115,7010808,덕수고등학교,5846,서울특별시 송파구 위례북로 10,"(거여동, 덕수고등학교)",서울특별시,송파구
2116,7010808,덕수고등학교,5846,서울특별시 송파구 위례북로 10,"(거여동, 덕수고등학교)",서울특별시,송파구
2117,7010806,상암고등학교,3903,서울특별시 마포구 월드컵북로 445,(상암동),서울특별시,마포구
2118,7010806,상암고등학교,3903,서울특별시 마포구 월드컵북로 445,(상암동),서울특별시,마포구
2119,7010806,상암고등학교,3903,서울특별시 마포구 월드컵북로 445,(상암동),서울특별시,마포구
2120,7010806,상암고등학교,3903,서울특별시 마포구 월드컵북로 445,(상암동),서울특별시,마포구
2121,7010805,원묵고등학교,2041,서울특별시 중랑구 숙선옹주로 82,/ 원묵고등학교 (묵동),서울특별시,중랑구
2122,7010805,원묵고등학교,2041,서울특별시 중랑구 숙선옹주로 82,/ 원묵고등학교 (묵동),서울특별시,중랑구
2123,7010805,원묵고등학교,2041,서울특별시 중랑구 숙선옹주로 82,/ 원묵고등학교 (묵동),서울특별시,중랑구
2124,7010805,원묵고등학교,2041,서울특별시 중랑구 숙선옹주로 82,/ 원묵고등학교 (묵동),서울특별시,중랑구
2125,7010804,서울외국인학교,3723,서울특별시 서대문구 연희로22길 39,(연희동),서울특별시,서대문구
2126,7010797,고려대학교사범대학부속고등학교,2708,서울특별시 성북구 정릉로 161,/ 고려대학교사범대학부속고등학교 (정릉동),서울특별시,성북구
2127,7010797,고려대학교사범대학부속고등학교,2708,서울특별시 성북구 정릉로 161,/ 고려대학교사범대학부속고등학교 (정릉동),서울특별시,성북구
2128,7010797,고려대학교사범대학부속고등학교,2708,서울특별시 성북구 정릉로 161,/ 고려대학교사범대학부속고등학교 (정릉동),서울특별시,성북구
2129,7010797,고려대학교사범대학부속고등학교,2708,서울특별시 성북구 정릉로 161,/ 고려대학교사범대학부속고등학교 (정릉동),서울특별시,성북구
2130,7010795,서울영상고등학교,8021,서울특별시 양천구 목동로11길 46,/ 서울영상고등학교 (신정동),서울특별시,양천구
2131,7010795,서울영상고등학교,8021,서울특별시 양천구 목동로11길 46,/ 서울영상고등학교 (신정동),서울특별시,양천구
2132,7010795,서울영상고등학교,8021,서울특별시 양천구 목동로11길 46,/ 서울영상고등학교 (신정동),서울특별시,양천구
2133,7010795,서울영상고등학교,8021,서울특별시 양천구 목동로11길 46,/ 서울영상고등학교 (신정동),서울특별시,양천구
2134,7010795,서울영상고등학교,8021,서울특별시 양천구 목동로11길 46,/ 서울영상고등학교 (신정동),서울특별시,양천구
2135,7010795,서울영상고등학교,8021,서울특별시 양천구 목동로11길 46,/ 서울영상고등학교 (신정동),서울특별시,양천구
2136,7010795,서울영상고등학교,8021,서울특별시 양천구 목동로11길 46,/ 서울영상고등학교 (신정동),서울특별시,양천구
2137,7010795,서울영상고등학교,8021,서울특별시 양천구 목동로11길 46,/ 서울영상고등학교 (신정동),서울특별시,양천구
2138,7010795,서울영상고등학교,8021,서울특별시 양천구 목동로11길 46,/ 서울영상고등학교 (신정동),서울특별시,양천구
2139,7010795,서울영상고등학교,8021,서울특별시 양천구 목동로11길 46,/ 서울영상고등학교 (신정동),서울특별시,양천구
2140,7010795,서울영상고등학교,8021,서울특별시 양천구 목동로11길 46,/ 서울영상고등학교 (신정동),서울특별시,양천구
2141,7010795,서울영상고등학교,8021,서울특별시 양천구 목동로11길 46,/ 서울영상고등학교 (신정동),서울특별시,양천구
2142,7010795,서울영상고등학교,8021,서울특별시 양천구 목동로11길 46,/ 서울영상고등학교 (신정동),서울특별시,양천구
2143,7010795,서울영상고등학교,8021,서울특별시 양천구 목동로11길 46,/ 서울영상고등학교 (신정동),서울특별시,양천구
2144,7010793,한양대학교사범대학부속고등학교,4761,서울특별시 성동구 마조로 42,(사근동),서울특별시,성동구
2145,7010793,한양대학교사범대학부속고등학교,4761,서울특별시 성동구 마조로 42,(사근동),서울특별시,성동구
2146,7010793,한양대학교사범대학부속고등학교,4761,서울특별시 성동구 마조로 42,(사근동),서울특별시,성동구
2147,7010793,한양대학교사범대학부속고등학교,4761,서울특별시 성동구 마조로 42,(사근동),서울특별시,성동구
2148,7010766,효문고등학교,1372,서울특별시 도봉구 우이천로 432,(쌍문동/효문중 고등학교),서울특별시,도봉구
2149,7010765,신서고등학교,8021,서울특별시 양천구 은행정로 42,/ 신서고등학교 (신정동),서울특별시,양천구
2150,7010764,세현고등학교,7531,서울특별시 강서구 허준로 227,/ 세현고등학교 (가양동),서울특별시,강서구
2151,7010747,이화여자대학교병설미디어고등학교,2061,서울특별시 중랑구 망우로73길 56,/ 02061 (망우동),서울특별시,중랑구
2152,7010747,이화여자대학교병설미디어고등학교,2061,서울특별시 중랑구 망우로73길 56,/ 02061 (망우동),서울특별시,중랑구
2153,7010747,이화여자대학교병설미디어고등학교,2061,서울특별시 중랑구 망우로73길 56,/ 02061 (망우동),서울특별시,중랑구
2154,7010747,이화여자대학교병설미디어고등학교,2061,서울특별시 중랑구 망우로73길 56,/ 02061 (망우동),서울특별시,중랑구
2155,7010747,이화여자대학교병설미디어고등학교,2061,서울특별시 중랑구 망우로73길 56,/ 02061 (망우동),서울특별시,중랑구
2156,7010747,이화여자대학교병설미디어고등학교,2061,서울특별시 중랑구 망우로73길 56,/ 02061 (망우동),서울특별시,중랑구
2157,7010747,이화여자대학교병설미디어고등학교,2061,서울특별시 중랑구 망우로73길 56,/ 02061 (망우동),서울특별시,중랑구
2158,7010747,이화여자대학교병설미디어고등학교,2061,서울특별시 중랑구 망우로73길 56,/ 02061 (망우동),서울특별시,중랑구
2159,7010747,이화여자대학교병설미디어고등학교,2061,서울특별시 중랑구 망우로73길 56,/ 02061 (망우동),서울특별시,중랑구
2160,7010747,이화여자대학교병설미디어고등학교,2061,서울특별시 중랑구 망우로73길 56,/ 02061 (망우동),서울특별시,중랑구
2161,7010747,이화여자대학교병설미디어고등학교,2061,서울특별시 중랑구 망우로73길 56,/ 02061 (망우동),서울특별시,중랑구
2162,7010747,이화여자대학교병설미디어고등학교,2061,서울특별시 중랑구 망우로73길 56,/ 02061 (망우동),서울특별시,중랑구
2163,7010747,이화여자대학교병설미디어고등학교,2061,서울특별시 중랑구 망우로73길 56,/ 02061 (망우동),서울특별시,중랑구
2164,7010747,이화여자대학교병설미디어고등학교,2061,서울특별시 중랑구 망우로73길 56,/ 02061 (망우동),서울특별시,중랑구
2165,7010747,이화여자대학교병설미디어고등학교,2061,서울특별시 중랑구 망우로73길 56,/ 02061 (망우동),서울특별시,중랑구
2166,7010746,동국대학교사범대학부속여자고등학교,5038,서울특별시 광진구 광나루로36길 47,/ 동국대부속여고 (구의동),서울특별시,광진구
2167,7010746,동국대학교사범대학부속여자고등학교,5038,서울특별시 광진구 광나루로36길 47,/ 동국대부속여고 (구의동),서울특별시,광진구
2168,7010746,동국대학교사범대학부속여자고등학교,5038,서울특별시 광진구 광나루로36길 47,/ 동국대부속여고 (구의동),서울특별시,광진구
2169,7010746,동국대학교사범대학부속여자고등학교,5038,서울특별시 광진구 광나루로36길 47,/ 동국대부속여고 (구의동),서울특별시,광진구
2170,7010746,동국대학교사범대학부속여자고등학교,5038,서울특별시 광진구 광나루로36길 47,/ 동국대부속여고 (구의동),서울특별시,광진구
2171,7010744,목동고등학교,8099,서울특별시 양천구 목동동로2길 68,/ 목동고등학교 (신정동),서울특별시,양천구
2172,7010744,목동고등학교,8099,서울특별시 양천구 목동동로2길 68,/ 목동고등학교 (신정동),서울특별시,양천구
2173,7010744,목동고등학교,8099,서울특별시 양천구 목동동로2길 68,/ 목동고등학교 (신정동),서울특별시,양천구
2174,7010744,목동고등학교,8099,서울특별시 양천구 목동동로2길 68,/ 목동고등학교 (신정동),서울특별시,양천구
2175,7010741,서울디자인고등학교,4140,서울특별시 마포구 백범로 139,/ 서울디자인고등학교 (염리동),서울특별시,마포구
2176,7010741,서울디자인고등학교,4140,서울특별시 마포구 백범로 139,/ 서울디자인고등학교 (염리동),서울특별시,마포구
2177,7010741,서울디자인고등학교,4140,서울특별시 마포구 백범로 139,/ 서울디자인고등학교 (염리동),서울특별시,마포구
2178,7010741,서울디자인고등학교,4140,서울특별시 마포구 백범로 139,/ 서울디자인고등학교 (염리동),서울특별시,마포구
2179,7010741,서울디자인고등학교,4140,서울특별시 마포구 백범로 139,/ 서울디자인고등학교 (염리동),서울특별시,마포구
2180,7010741,서울디자인고등학교,4140,서울특별시 마포구 백범로 139,/ 서울디자인고등학교 (염리동),서울특별시,마포구
2181,7010741,서울디자인고등학교,4140,서울특별시 마포구 백범로 139,/ 서울디자인고등학교 (염리동),서울특별시,마포구
2182,7010741,서울디자인고등학교,4140,서울특별시 마포구 백범로 139,/ 서울디자인고등학교 (염리동),서울특별시,마포구
2183,7010741,서울디자인고등학교,4140,서울특별시 마포구 백범로 139,/ 서울디자인고등학교 (염리동),서울특별시,마포구
2184,7010741,서울디자인고등학교,4140,서울특별시 마포구 백범로 139,/ 서울디자인고등학교 (염리동),서울특별시,마포구
2185,7010741,서울디자인고등학교,4140,서울특별시 마포구 백범로 139,/ 서울디자인고등학교 (염리동),서울특별시,마포구
2186,7010741,서울디자인고등학교,4140,서울특별시 마포구 백범로 139,/ 서울디자인고등학교 (염리동),서울특별시,마포구
2187,7010741,서울디자인고등학교,4140,서울특별시 마포구 백범로 139,/ 서울디자인고등학교 (염리동),서울특별시,마포구
2188,7010741,서울디자인고등학교,4140,서울특별시 마포구 백범로 139,/ 서울디자인고등학교 (염리동),서울특별시,마포구
2189,7010741,서울디자인고등학교,4140,서울특별시 마포구 백범로 139,/ 서울디자인고등학교 (염리동),서울특별시,마포구
2190,7010741,서울디자인고등학교,4140,서울특별시 마포구 백범로 139,/ 서울디자인고등학교 (염리동),서울특별시,마포구
2191,7010741,서울디자인고등학교,4140,서울특별시 마포구 백범로 139,/ 서울디자인고등학교 (염리동),서울특별시,마포구
2192,7010741,서울디자인고등학교,4140,서울특별시 마포구 백범로 139,/ 서울디자인고등학교 (염리동),서울특별시,마포구
2193,7010741,서울디자인고등학교,4140,서울특별시 마포구 백범로 139,/ 서울디자인고등학교 (염리동),서울특별시,마포구
2194,7010740,대진디자인고등학교,6352,서울특별시 강남구 광평로39길 93,(수서동/대진디자인고등학교),서울특별시,강남구
2195,7010740,대진디자인고등학교,6352,서울특별시 강남구 광평로39길 93,(수서동/대진디자인고등학교),서울특별시,강남구
2196,7010740,대진디자인고등학교,6352,서울특별시 강남구 광평로39길 93,(수서동/대진디자인고등학교),서울특별시,강남구
2197,7010740,대진디자인고등학교,6352,서울특별시 강남구 광평로39길 93,(수서동/대진디자인고등학교),서울특별시,강남구
2198,7010740,대진디자인고등학교,6352,서울특별시 강남구 광평로39길 93,(수서동/대진디자인고등학교),서울특별시,강남구
2199,7010740,대진디자인고등학교,6352,서울특별시 강남구 광평로39길 93,(수서동/대진디자인고등학교),서울특별시,강남구
2200,7010740,대진디자인고등학교,6352,서울특별시 강남구 광평로39길 93,(수서동/대진디자인고등학교),서울특별시,강남구
2201,7010740,대진디자인고등학교,6352,서울특별시 강남구 광평로39길 93,(수서동/대진디자인고등학교),서울특별시,강남구
2202,7010740,대진디자인고등학교,6352,서울특별시 강남구 광평로39길 93,(수서동/대진디자인고등학교),서울특별시,강남구
2203,7010740,대진디자인고등학교,6352,서울특별시 강남구 광평로39길 93,(수서동/대진디자인고등학교),서울특별시,강남구
2204,7010740,대진디자인고등학교,6352,서울특별시 강남구 광평로39길 93,(수서동/대진디자인고등학교),서울특별시,강남구
2205,7010740,대진디자인고등학교,6352,서울특별시 강남구 광평로39길 93,(수서동/대진디자인고등학교),서울특별시,강남구
2206,7010740,대진디자인고등학교,6352,서울특별시 강남구 광평로39길 93,(수서동/대진디자인고등학교),서울특별시,강남구
2207,7010739,서울관광고등학교,8714,서울특별시 관악구 은천로15길 25,(봉천동/서울관광고등학교),서울특별시,관악구
2208,7010739,서울관광고등학교,8714,서울특별시 관악구 은천로15길 25,(봉천동/서울관광고등학교),서울특별시,관악구
2209,7010739,서울관광고등학교,8714,서울특별시 관악구 은천로15길 25,(봉천동/서울관광고등학교),서울특별시,관악구
2210,7010739,서울관광고등학교,8714,서울특별시 관악구 은천로15길 25,(봉천동/서울관광고등학교),서울특별시,관악구
2211,7010739,서울관광고등학교,8714,서울특별시 관악구 은천로15길 25,(봉천동/서울관광고등학교),서울특별시,관악구
2212,7010739,서울관광고등학교,8714,서울특별시 관악구 은천로15길 25,(봉천동/서울관광고등학교),서울특별시,관악구
2213,7010739,서울관광고등학교,8714,서울특별시 관악구 은천로15길 25,(봉천동/서울관광고등학교),서울특별시,관악구
2214,7010739,서울관광고등학교,8714,서울특별시 관악구 은천로15길 25,(봉천동/서울관광고등학교),서울특별시,관악구
2215,7010739,서울관광고등학교,8714,서울특별시 관악구 은천로15길 25,(봉천동/서울관광고등학교),서울특별시,관악구
2216,7010739,서울관광고등학교,8714,서울특별시 관악구 은천로15길 25,(봉천동/서울관광고등학교),서울특별시,관악구
2217,7010739,서울관광고등학교,8714,서울특별시 관악구 은천로15길 25,(봉천동/서울관광고등학교),서울특별시,관악구
2218,7010739,서울관광고등학교,8714,서울특별시 관악구 은천로15길 25,(봉천동/서울관광고등학교),서울특별시,관악구
2219,7010739,서울관광고등학교,8714,서울특별시 관악구 은천로15길 25,(봉천동/서울관광고등학교),서울특별시,관악구
2220,7010739,서울관광고등학교,8714,서울특별시 관악구 은천로15길 25,(봉천동/서울관광고등학교),서울특별시,관악구
2221,7010739,서울관광고등학교,8714,서울특별시 관악구 은천로15길 25,(봉천동/서울관광고등학교),서울특별시,관악구
2222,7010739,서울관광고등학교,8714,서울특별시 관악구 은천로15길 25,(봉천동/서울관광고등학교),서울특별시,관악구
2223,7010739,서울관광고등학교,8714,서울특별시 관악구 은천로15길 25,(봉천동/서울관광고등학교),서울특별시,관악구
2224,7010739,서울관광고등학교,8714,서울특별시 관악구 은천로15길 25,(봉천동/서울관광고등학교),서울특별시,관악구
2225,7010739,서울관광고등학교,8714,서울특별시 관악구 은천로15길 25,(봉천동/서울관광고등학교),서울특별시,관악구
2226,7010739,서울관광고등학교,8714,서울특별시 관악구 은천로15길 25,(봉천동/서울관광고등학교),서울특별시,관악구
2227,7010739,서울관광고등학교,8714,서울특별시 관악구 은천로15길 25,(봉천동/서울관광고등학교),서울특별시,관악구
2228,7010739,서울관광고등학교,8714,서울특별시 관악구 은천로15길 25,(봉천동/서울관광고등학교),서울특별시,관악구
2229,7010739,서울관광고등학교,8714,서울특별시 관악구 은천로15길 25,(봉천동/서울관광고등학교),서울특별시,관악구
2230,7010738,서울로봇고등학교,6363,서울특별시 강남구 광평로20길 63,/ 서울로봇고등학교 (일원동),서울특별시,강남구
2231,7010738,서울로봇고등학교,6363,서울특별시 강남구 광평로20길 63,/ 서울로봇고등학교 (일원동),서울특별시,강남구
2232,7010738,서울로봇고등학교,6363,서울특별시 강남구 광평로20길 63,/ 서울로봇고등학교 (일원동),서울특별시,강남구
2233,7010738,서울로봇고등학교,6363,서울특별시 강남구 광평로20길 63,/ 서울로봇고등학교 (일원동),서울특별시,강남구
2234,7010738,서울로봇고등학교,6363,서울특별시 강남구 광평로20길 63,/ 서울로봇고등학교 (일원동),서울특별시,강남구
2235,7010738,서울로봇고등학교,6363,서울특별시 강남구 광평로20길 63,/ 서울로봇고등학교 (일원동),서울특별시,강남구
2236,7010738,서울로봇고등학교,6363,서울특별시 강남구 광평로20길 63,/ 서울로봇고등학교 (일원동),서울특별시,강남구
2237,7010738,서울로봇고등학교,6363,서울특별시 강남구 광평로20길 63,/ 서울로봇고등학교 (일원동),서울특별시,강남구
2238,7010738,서울로봇고등학교,6363,서울특별시 강남구 광평로20길 63,/ 서울로봇고등학교 (일원동),서울특별시,강남구
2239,7010738,서울로봇고등학교,6363,서울특별시 강남구 광평로20길 63,/ 서울로봇고등학교 (일원동),서울특별시,강남구
2240,7010738,서울로봇고등학교,6363,서울특별시 강남구 광평로20길 63,/ 서울로봇고등학교 (일원동),서울특별시,강남구
